year,selling_price,km_driven,fuel,transmission,mileage,engine,max_power,torque,seats,mean_price_by_fuel,median_price_by_fuel,car_age,mean_price_by_age,mean_price_by_transmission,median_price_by_transmission
2019.0,894999.0,9654.0,Petrol,Automatic,19.56,1197,1197,113.0,5.0,384050.7800201816,320000.0,6.0,949668.5475504323,1322916.4973913042,850000.0
2011.0,175000.0,11000.0,Petrol,Manual,23.95,998,998,90.0,5.0,384050.7800201816,320000.0,14.0,316033.60186915885,451816.6323673071,400000.0
2012.0,340000.0,24300.0,Petrol,Manual,21.21,1197,1197,113.0,5.0,384050.7800201816,320000.0,13.0,353276.0052083333,451816.6323673071,400000.0
2016.0,1525000.0,42163.0,Diesel,Automatic,11.36,2755,2755,360.0,7.0,647996.1115363587,525000.0,9.0,653392.1490593343,1322916.4973913042,850000.0
2018.0,1025000.0,8000.0,Diesel,Automatic,21.5,1497,1497,260.0,5.0,647996.1115363587,525000.0,7.0,866775.9159802307,1322916.4973913042,850000.0
2016.0,2150000.0,30000.0,Diesel,Automatic,22.69,1995,1995,400.0,5.0,647996.1115363587,525000.0,9.0,653392.1490593343,1322916.4973913042,850000.0
2016.0,1900000.0,41000.0,Petrol,Automatic,19.16,2494,2494,213.0,5.0,384050.7800201816,320000.0,9.0,653392.1490593343,1322916.4973913042,850000.0
2016.0,2900000.0,12000.0,Diesel,Automatic,18.12,1995,1995,400.0,5.0,647996.1115363587,525000.0,9.0,653392.1490593343,1322916.4973913042,850000.0
2009.0,450000.0,71000.0,Petrol,Automatic,12.1,2362,2362,224.0,5.0,384050.7800201816,320000.0,16.0,230213.28444444443,1322916.4973913042,850000.0
2016.0,850000.0,20000.0,Petrol,Manual,17.5,1373,1373,130.0,7.0,384050.7800201816,320000.0,9.0,653392.1490593343,451816.6323673071,400000.0
2017.0,10000000.0,30000.0,Petrol,Automatic,42.0,1969,1969,640.0,4.0,384050.7800201816,320000.0,8.0,731609.6882793017,1322916.4973913042,850000.0
2011.0,300000.0,100000.0,Diesel,Manual,20.54,1598,1598,250.0,5.0,647996.1115363587,525000.0,14.0,316033.60186915885,451816.6323673071,400000.0
2018.0,575000.0,9500.0,Petrol,Manual,18.16,1196,1196,112.0,5.0,384050.7800201816,320000.0,7.0,866775.9159802307,451816.6323673071,400000.0
2011.0,160000.0,120000.0,Diesel,Manual,20.0,1399,1399,160.0,5.0,647996.1115363587,525000.0,14.0,316033.60186915885,451816.6323673071,400000.0
2015.0,515000.0,36600.0,Petrol,Manual,20.4,1197,1197,113.0,5.0,384050.7800201816,320000.0,10.0,589345.5338235294,451816.6323673071,400000.0
2015.0,390000.0,50000.0,Petrol,Automatic,20.51,998,998,90.0,5.0,384050.7800201816,320000.0,10.0,589345.5338235294,1322916.4973913042,850000.0
2016.0,550000.0,14000.0,Petrol,Manual,18.6,1197,1197,114.7,5.0,384050.7800201816,320000.0,9.0,653392.1490593343,451816.6323673071,400000.0
1999.0,40000.0,40000.0,Petrol,Manual,16.1,796,796,59.0,4.0,384050.7800201816,320000.0,26.0,71307.69230769231,451816.6323673071,400000.0
